ParcelNumber,FullAddress,CurrentAssessedValue,OBJECTID
21A117000,2513 NAYLOR ST ,178495,15150275
21A099200,500-A MOSELEY DR ,156900,15150361
200255000,219 AZALEA DR ,248700,15150020
210068000,205 RAYMOND AVE ,234900,15150112
210128000,2310 HIGHLAND AVE ,288000,15150123
220086100,227 SHAMROCK RD ,235000,15150520
220126100,247 SHAMROCK RD ,223300,15150578
220159100,1622 MULBERRY AVE ,242500,15150696
220159000,1619 CHERRY AVE ,190500,15150709
220025000,417 VALLEY RD EXT ,353600,15150541
220026000,419 VALLEY RD EXT ,138600,15150546
22B051000,727 VILLAGE RD ,296220,15150884
22A121000,1621 TRAILRIDGE RD ,387700,15150822
210105500,2307 CRESTMONT AVE ,258000,15150187
21A099180,501-B MOSELEY DR ,168100,15150368
220007000,301 VALLEY RD EXT ,286000,15150465
220008000,303 VALLEY RD EXT ,240800,15150467
220009000,305 VALLEY RD EXT ,298200,15150469
220010000,307 VALLEY RD EXT ,309300,15150472
220046160,108 DAVID TER ,218600,15150489
22B029000,715 HIGHLAND AVE ,301618,15150895
22A069000,1604 TRAILRIDGE RD ,275900,15150784
210034000,109 ROBERTSON AVE ,329600,15150081
22B048000,728 VILLAGE RD ,291300,15150899
22A088000,110 VILLAGE CT ,282500,15150874
220141000,1627 MULBERRY AVE ,208100,15150691
200259110,607 MOSELEY DR ,235900,15149963
22B021000,1601 DUBLIN RD ,284900,15150839
220046000,104 THOMAS DR ,222750,15150522
21A129150,131 LODGE CREEK CIR ,201400,15150288
21A039000,2521 WILLARD DR ,227300,15150249
210078000,112 RAYMOND AVE ,242600,15150138
21A129120,125 LODGE CREEK CIR ,177100,15150295
21A062000,444 MOSELEY DR ,188900,15150320
200161000,116 AZALEA DR ,217700,15150416
200043000,108 AZALEA DR ,187000,15149932
22A043000,1605 TRAILRIDGE RD ,297212,15150772
210105250,2306 CRESTMONT AVE ,281200,15150171
200168000,109 CAMELLIA DR ,231300,15150428
200044000,110 AZALEA DR ,257800,15149940
22B024000,1605 DUBLIN RD ,295600,15150862
210131100,2320 HIGHLAND AVE ,309800,15150145
220144000,1635 MULBERRY AVE ,162500,15150708
22A001000,1645 CHERRY AVE ,5509800,15150678
210033000,107 ROBERTSON AVE ,302515,15150082
21A016000,2526 WILLARD DR ,212550,15150259
200260000,118 LONGWOOD DR ,226300,15150010
22B016000,100 ELKHORN RD ,309900,15150786
200134000,230 MONTE VISTA AVE ,213408,15149958
220195400,1510 CHERRY AVE ,205000,15150640
21B010000,0 5TH ST SW ,56400,15150441
200173000,202 CAMELLIA DR ,321095,15150450
21A099000,302 HARRIS RD ,218400,15150350
21A078000,433 MOSELEY DR ,220800,15150267
21A0012A0,314 CLEVELAND AVE ,133280,15150212
22A087000,112 VILLAGE CT ,291920,15150871
210025100,200 TODD AVE ,216800,15150061
220108000,2310 CENTER AVE ,184700,15150665
220182000,1522 BROAD AVE ,199900,15150561
21A008000,403 MOSELEY DR ,206100,15150229
22A107000,709 HIGHLAND AVE ,285000,15150885
210047000,204 ROBERTSON AVE ,312500,15150094
210105400,2305 CRESTMONT AVE ,257685,15150188
21A099170,503-A MOSELEY DR ,168200,15150373
21A099160,503-B MOSELEY DR ,171300,15150380
200028200,102 HARRIS RD ,190300,15149944
22B034000,1612 DUBLIN RD ,296100,15150905
200042000,106 AZALEA DR ,183700,15149925
21A099220,502-A MOSELEY DR ,156000,15150370
220101200,106 STRATFORD CT ,220300,15150549
200259500,100 HILTON DR ,299900,15149968
21A066000,2618 WILLARD DR ,243300,15150333
210072000,204 RAYMOND AVE ,325350,15150132
210073000,0 RAYMOND AVE ,79100,15150133
21A009000,405 MOSELEY DR ,247700,15150234
220101300,108 STRATFORD CT ,231500,15150555
220055000,240 SHAMROCK RD ,200700,15150545
220011000,309 VALLEY RD EXT ,155900,15150475
22B056000,717 VILLAGE RD ,292800,15150832
220127000,253 SHAMROCK RD ,199100,15150608
22A095000,1620 TRAILRIDGE RD ,289000,15150838
220185000,1524 BROAD AVE ,199700,15150559
220188000,1510 BROAD AVE ,212300,15150599
22B088000,800 SHAMROCK RD ,207600,15150883
220107000,2308 CENTER AVE ,228900,15150660
22B032000,718 HIGHLAND AVE ,292918,15150915
200170000,104 CAMELLIA DR ,231600,15150418
220131000,1607 MULBERRY AVE ,209450,15150630
21A085000,419 MOSELEY DR ,371600,15150245
220090000,243 SHAMROCK RD ,281100,15150557
190035150,2727 MCELROY DR ,236000,15149975
220180000,1536 BROAD AVE ,199200,15150573
200031000,107 HARRIS RD ,225000,15149921
21A099600,514 MOSELEY DR ,210300,15150425
210023100,208 TODD AVE ,216600,15150057
21A001500,324 CLEVELAND AVE ,132280,15150218
200256000,217 AZALEA DR ,222600,15150015
200259180,614 MOSELEY DR ,286000,15149994
21A059000,432 MOSELEY DR ,278900,15150281
210096000,119 CLEVELAND AVE ,459200,15150194
220044000,1523 BROAD AVE ,191200,15150519
210061000,111 RAYMOND AVE ,291825,15150119
21A115000,2517 NAYLOR ST ,185100,15150294
21A099190,501-A MOSELEY DR ,168490,15150362
210105110,2321 CRESTMONT AVE ,256200,15150173
190048000,223 MONTE VISTA AVE ,403400,15149947
21A019000,2600 WILLARD DR ,250500,15150269
200135000,232 MONTE VISTA AVE ,245700,15149964
220046201,117 DAVID TER ,240485,15150471
22A037000,610 SHAMROCK RD ,274700,15150741
21A121000,2516 NAYLOR ST ,147300,15150304
21A089000,120 HARRIS RD ,206120,15150369
22B035000,1610 DUBLIN RD ,322800,15150898
220115000,1628 CENTER AVE ,347000,15150657
21A020000,2604 WILLARD DR ,251975,15150271
210055000,2300 JEFFERSON PARK AVE ,235700,15150104
21A139000,116 LONGWOOD DR ,209300,15150454
21A092000,200 HARRIS RD ,299400,15150355
220046600,116 THOMAS DR ,210300,15150502
22A029000,701 SHAMROCK RD ,283508,15150763
21A030000,414 MOSELEY DR ,206600,15150255
21A087400,111 HILTON DR ,224475,15150397
21A021000,2608 WILLARD DR ,211300,15150273
220046150,105 THOMAS DR ,218200,15150504
220046110,113 THOMAS DR ,204900,15150487
21B049000,1154 5TH ST SW ,1406100,15150457
210015000,401 ROBERTSON AVE ,308100,15150069
21A084000,421 MOSELEY DR ,216000,15150247
22A111000,710 HIGHLAND AVE ,313000,15150909
22A071000,1600 TRAILRIDGE RD ,252100,15150775
22A118000,1627 TRAILRIDGE RD ,300414,15150854
22A041000,618 SHAMROCK RD ,262600,15150764
22A031000,705 SHAMROCK RD ,272500,15150773
210059000,2310 JEFFERSON PARK AVE ,429400,15150125
220145000,1645 MULBERRY AVE ,294700,15150719
220014000,315 VALLEY RD EXT ,128900,15150482
21B002100,1177 5TH ST SW ,848400,15150459
21B002200,1181 5TH ST SW ,1167961,15150460
21B002000,1197 5TH ST SW ,1371694,15150462
22A002000,1634 CHERRY AVE ,980700,15150732
220098000,1625 CENTER AVE ,261700,15150621
200242100,0 GARDEN DR ,500,15150027
210088000,2412 JEFFERSON PARK AVE ,373600,15150153
210087000,0 JEFFERSON PARK AVE ,40900,15150148
220075000,207 SHAMROCK RD ,204600,15150513
220088000,239 SHAMROCK RD ,198000,15150543
220089000,241 SHAMROCK RD ,200850,15150548
220178000,252 SHAMROCK RD ,182300,15150596
220195500,1514 CHERRY AVE ,208700,15150642
200045100,113 AZALEA DR ,237410,15149935
22A062000,615 SHAMROCK RD ,278700,15150747
210023000,206 TODD AVE ,216600,15150058
220046230,111 DAVID TER ,185900,15150477
21B022000,513 HARRIS RD ,347800,15150339
21B021000,0 HARRIS RD ,133300,15150341
21B020000,533 HARRIS RD ,247695,15150344
21A047000,2605 WILLARD DR ,213200,15150308
220005000,1621 GROVE ST EXT ,241500,15150468
21A001600,328 CLEVELAND AVE ,133750,15150221
22A068000,603 SHAMROCK RD ,333300,15150712
21A129140,129 LODGE CREEK CIR ,207500,15150287
22A032000,600 SHAMROCK RD ,281810,15150703
210105220,2312 CRESTMONT AVE ,276300,15150177
220101101,117 STRATFORD CT ,246200,15150540
22A110000,712 HIGHLAND AVE ,335910,15150911
220071000,204 SHAMROCK RD ,176600,15150494
210061100,109 RAYMOND AVE ,334000,15150120
210105210,2314 CRESTMONT AVE ,216100,15150183
21A001700,332 CLEVELAND AVE ,133380,15150224
220184000,1526 BROAD AVE ,198100,15150560
21A035000,2513 WILLARD DR ,206500,15150231
21B027000,503 HARRIS RD ,236000,15150379
21B026000,505 HARRIS RD ,235900,15150383
21B025000,507 HARRIS RD ,236000,15150385
21B024000,509 HARRIS RD ,235900,15150387
21B023000,511 HARRIS RD ,235900,15150390
21B040000,113 WELK PL ,261500,15150291
21B039000,115 WELK PL ,261500,15150297
21B038000,117 WELK PL ,197800,15150311
21B035000,123 WELK PL ,244400,15150315
21B041000,111 WELK PL ,261500,15150325
21B044000,105 WELK PL ,261500,15150356
21B029000,102 WELK PL ,235900,15150359
21B032000,108 WELK PL ,235900,15150372
21B028000,501 HARRIS RD ,235900,15150374
21B042000,109 WELK PL ,236000,15150342
21B037000,119 WELK PL ,235900,15150343
21B036000,121 WELK PL ,261500,15150345
21B043000,107 WELK PL ,261500,15150353
21B034000,125 WELK PL ,244400,15150338
21B046000,413 HARRIS RD ,235900,15150375
21B030000,104 WELK PL ,235900,15150360
21B031000,106 WELK PL ,235900,15150363
21B045000,103 WELK PL ,261500,15150364
21B033000,110 WELK PL ,236000,15150367
22A113000,706 HIGHLAND AVE ,303504,15150904
21A044000,2531 WILLARD DR ,221800,15150282
210031000,2204 JEFFERSON PARK AVE ,233800,15150072
200259140,601 MOSELEY DR ,268085,15149954
21A079000,431 MOSELEY DR ,218000,15150260
220114000,1630 CENTER AVE ,302100,15150661
22A038000,612 SHAMROCK RD ,267706,15150746
21A058000,430 MOSELEY DR ,202200,15150276
220039000,1511 BROAD AVE ,197900,15150566
200259230,604 MOSELEY DR ,264945,15149986
210112000,2331 HIGHLAND AVE ,340600,15150155
210043000,212 ROBERTSON AVE ,275100,15150091
21A129700,115 LODGE CREEK CIR ,183300,15150327
220134000,1613 MULBERRY AVE ,181000,15150655
22B066000,1601 ANTOINETTE AVE ,320520,15150875
210105200,1713 CHERRY AVE ,269800,15150201
210123000,302 ROBERTSON AVE ,298500,15150089
210125000,404 ROBERTSON AVE ,252400,15150086
21A098000,300 HARRIS RD ,222700,15150349
21A036000,2515 WILLARD DR ,204000,15150236
220174000,1521 CHERRY AVE ,251600,15150635
220175000,258 SHAMROCK RD ,457000,15150624
21A063000,213 HARRIS RD ,213000,15150310
210082000,2400 JEFFERSON PARK AVE ,344930,15150141
21B004100,1131-47 5TH ST SW ,5880100,15150448
21B012000,0 5TH ST SW ,3100,15150423
22A058000,1523 TRAILRIDGE RD ,298670,15150735
190051000,219 MONTE VISTA AVE ,348100,15149937
200259220,606 MOSELEY DR ,261700,15149991
21A129100,103 LODGE CREEK CIR ,181000,15150354
200259130,603 MOSELEY DR ,308700,15149957
200259120,605 MOSELEY DR ,62100,15149962
21A090000,124 HARRIS RD ,452500,15150366
220143000,1633 MULBERRY AVE ,235100,15150702
22A019000,1516 TRAILRIDGE RD ,307300,15150695
210104500,1700 CHERRY AVE ,273700,15150184
22B036000,1608 DUBLIN RD ,294300,15150887
220048000,1529 BROAD AVE ,195700,15150530
22A053000,1509 TRAILRIDGE RD ,287504,15150698
220049000,1531 BROAD AVE ,180200,15150534
21A029000,416 MOSELEY DR ,226400,15150256
220106000,2306 CENTER AVE ,176400,15150653
22B033000,720 HIGHLAND AVE ,317516,15150916
22A020000,1518 TRAILRIDGE RD ,264600,15150706
220046400,112 THOMAS DR ,214800,15150508
21A032000,410 MOSELEY DR ,228000,15150248
220046140,107 THOMAS DR ,211500,15150501
200212000,338 CAMELLIA DR ,256400,15150030
210116000,2321 HIGHLAND AVE ,214115,15150146
22A063000,613 SHAMROCK RD ,264300,15150740
21A0014A0,322 CLEVELAND AVE ,132880,15150217
210081000,106 RAYMOND AVE ,301700,15150140
22B045000,106 ERIC PL ,296900,15150907
220163000,1618 MULBERRY AVE ,188200,15150684
21A082000,425 MOSELEY DR ,208900,15150253
22B038000,1604 DUBLIN RD ,274200,15150867
220101900,119 STRATFORD CT ,232000,15150558
21B004500,1115 5TH ST SW ,1179854,15150435
220195101,1526 CHERRY AVE ,244500,15150647
220101120,113 STRATFORD CT ,251100,15150547
210106000,2343 HIGHLAND AVE ,263600,15150176
200259250,600 MOSELEY DR ,253800,15149979
210098000,201 CLEVELAND AVE ,303920,15150200
220046250,107 DAVID TER ,211800,15150485
220056000,238 SHAMROCK RD ,187900,15150537
21B048000,1150 5TH ST SW ,1221087,15150456
210105100,1711 CHERRY AVE ,248300,15150193
220164000,1616 MULBERRY AVE ,176500,15150679
21A129800,117 LODGE CREEK CIR ,187375,15150321
210016000,307 ROBERTSON AVE ,257500,15150070
200045000,115 AZALEA DR ,234195,15149945
210105000,212 RAYMOND AVE ,451500,15150126
210071000,210 RAYMOND AVE ,312200,15150131
220122000,1612 CENTER AVE ,243800,15150612
22A061000,617 SHAMROCK RD ,253400,15150754
21B051000,0 5TH ST SW ,23300,15150463
22A119000,1625 TRAILRIDGE RD ,294600,15150842
22A079000,1608 TRAILRIDGE RD ,275800,15150794
220101800,118 STRATFORD CT ,248800,15150584
21A002000,2500 WILLARD DR ,235800,15150208
210086000,2408 JEFFERSON PARK AVE ,381700,15150150
220116000,1626 CENTER AVE ,248800,15150652
21A099270,506-B MOSELEY DR ,195300,15150398
210115000,2325 HIGHLAND AVE ,201900,15150151
21A001100,308 CLEVELAND AVE ,134780,15150209
220195700,1518 CHERRY AVE ,285100,15150644
21A069000,402 ALLEN DR ,293075,15150302
210060000,107 RAYMOND AVE ,505200,15150121
200259210,608 MOSELEY DR ,217600,15149995
22B064000,726 SHAMROCK RD ,282610,15150857
21A001200,312 CLEVELAND AVE ,153580,15150211
210125100,400 ROBERTSON AVE ,353000,15150087
200155000,209 AZALEA DR ,247100,15149984
190045000,227 MONTE VISTA AVE ,345500,15149951
220166000,1611 CHERRY AVE ,244400,15150683
22B018000,712 SHAMROCK RD ,244000,15150802
220090300,1605 CENTER AVE ,225700,15150554
220094000,1617 CENTER AVE ,228500,15150595
22A117000,619 HIGHLAND AVE ,292600,15150866
21A087000,108 HARRIS RD ,350900,15150382
220068000,212 SHAMROCK RD ,189000,15150496
220146000,1647 MULBERRY AVE ,204090,15150724
210105120,2323 CRESTMONT AVE ,288700,15150167
22A060000,1533 TRAILRIDGE RD ,265800,15150745
22B050000,729 VILLAGE RD ,302120,15150891
210054000,106 ROBERTSON AVE ,250900,15150103
220111500,1646 CENTER AVE ,236700,15150710
22B195000,1033 5TH ST SW ,152100,15150869
22A035000,606 SHAMROCK RD ,258800,15150729
21A073000,443 MOSELEY DR ,231090,15150328
200126200,208 MONTE VISTA AVE ,243400,15149917
22A016000,1510 TRAILRIDGE RD ,290000,15150664
200033000,2730 JEFFERSON PARK AVE ,200304,15149931
21A068000,2612 WILLARD DR ,239700,15150309
220171000,1604 MULBERRY AVE ,231200,15150650
220077000,211 SHAMROCK RD ,342200,15150523
220195100,1504 CHERRY AVE ,203800,15150634
22B030000,714 HIGHLAND AVE ,343400,15150913
220004000,1623 GROVE ST EXT ,230300,15150032
21A070000,408 ALLEN DR ,321200,15150298
21A011000,409 MOSELEY DR ,248750,15150237
21A0016A0,330 CLEVELAND AVE ,132880,15150223
220059000,105 DAVID TER A&B,192700,15150036
210090000,2422 JEFFERSON PARK AVE ,370300,15150162
210090100,119 HAMMOND ST ,335900,15150161
21A113000,309 HARRIS RD ,196000,15150337
22B027000,1611 DUBLIN RD ,294500,15150892
220046170,110 DAVID TER ,209900,15150486
200139000,240 MONTE VISTA AVE ,190900,15149993
190054100,213 MONTE VISTA AVE ,207000,15149926
22A082000,105 VILLAGE CT ,299600,15150824
220090100,1609 CENTER AVE ,222180,15150568
220053000,244 SHAMROCK RD ,137950,15150556
200035000,2728 JEFFERSON PARK AVE ,205432,15149922
22B063000,724 SHAMROCK RD ,287620,15150846
21A060000,440 MOSELEY DR ,219300,15150296
220144100,1641 MULBERRY AVE ,379595,15150714
210042000,2223 HILL ST ,271400,15150085
22B022000,716 VILLAGE RD ,272216,15150847
21A123000,2520 NAYLOR ST ,227100,15150324
21A124000,2522 NAYLOR ST ,227100,15150330
220072000,201 SHAMROCK RD ,241200,15150506
220074000,205 SHAMROCK RD ,210300,15150511
21A053000,117 HARRIS RD ,257800,15150331
21A075000,439 MOSELEY DR ,201800,15150303
220170000,1606 MULBERRY AVE ,167800,15150656
220101100,104 STRATFORD CT ,209900,15150538
220147000,2340 HIGHLAND AVE ,255900,15150743
210075000,118 RAYMOND AVE ,264900,15150135
200259300,105 HILTON DR ,332020,15149950
220057000,236 SHAMROCK RD ,234700,15150531
220058000,234 SHAMROCK RD ,386200,15150524
220093000,1615 CENTER AVE ,206400,15150588
220130000,1605 MULBERRY AVE ,222185,15150622
21A028000,418 MOSELEY DR ,225000,15150261
21A064000,207 HARRIS RD ,245595,15150319
200254000,221 AZALEA DR ,341900,15150023
220156100,1630 MULBERRY AVE ,218100,15150720
200137000,236 MONTE VISTA AVE ,278600,15149978
22B007000,111 ELKHORN RD ,309600,15150752
210067000,203 RAYMOND AVE ,242100,15150113
220101140,2222 CENTER AVE ,256300,15150570
22B040000,720 VILLAGE RD ,294200,15150860
22A073000,706 SHAMROCK RD ,261800,15150789
210002000,201 TODD AVE ,280800,15150044
220027000,501 VALLEY RD EXT ,169300,15150553
200259800,613 MOSELEY DR ,287600,15149970
22B025000,1607 DUBLIN RD ,301100,15150872
22A109000,713 HIGHLAND AVE ,297020,15150894
22B065000,728 SHAMROCK RD ,447000,15150865
210011000,2200 HILL ST ,411300,15150054
220195800,1522 CHERRY AVE ,207800,15150645
22B039000,1602 DUBLIN RD ,236104,15150858
220002000,0 GROVE ST EXT ,1500,15150033
220001000,0 GROVE ST EXT ,2600,15150035
22B015000,102 ELKHORN RD ,301500,15150785
220046300,110 THOMAS DR ,234900,15150510
200047000,109 AZALEA DR ,325090,15149920
210117000,2319 HIGHLAND AVE ,309400,15150143
200158000,122 AZALEA DR ,302295,15150439
22A102000,1624 TRAILRIDGE RD ,282900,15150856
220054000,0 SHAMROCK RD ,60200,15150551
21A099280,508-A MOSELEY DR ,201700,15150401
220090200,1607 CENTER AVE ,218600,15150562
220195200,1506 CHERRY AVE ,262300,15150638
22A030000,703 SHAMROCK RD ,277000,15150769
220033000,1505 CHERRY AVE ,186820,15150605
21A043000,2529 WILLARD DR ,231200,15150274
210105130,2325 CRESTMONT AVE ,253900,15150157
210126000,2306 HIGHLAND AVE ,389300,15150106
200028000,106 HARRIS RD ,232000,15149938
21A099130,509 MOSELEY DR ,294975,15150393
22A064000,611 SHAMROCK RD ,296300,15150733
22B044000,107 ERIC PL ,308100,15150903
21A099210,500-B MOSELEY DR ,156300,15150365
200231000,205 CAMELLIA DR ,230500,15150002
200127000,212 MONTE VISTA AVE ,388000,15149928
220195000,1422 CHERRY AVE ,209000,15150631
220006000,1617 GROVE ST EXT ,192800,15150466
210014000,403 ROBERTSON AVE ,237700,15150068
22B026000,1609 DUBLIN RD ,290000,15150881
220179000,1532 BROAD AVE ,262400,15150579
220178200,1540 BROAD AVE ,200800,15150582
210129000,2312 HIGHLAND AVE ,319000,15150127
210091100,117 HAMMOND ST ,282200,15150169
200257000,215 AZALEA DR ,177700,15150011
21A007000,2520 WILLARD DR ,246900,15150238
210026000,114 TODD AVE ,298400,15150062
21A038000,2519 WILLARD DR ,181100,15150243
210114000,2327 HIGHLAND AVE ,279200,15150152
22A077000,705 VILLAGE RD ,319600,15150798
200154000,207 AZALEA DR ,232000,15149977
22A100000,1610 TRAILRIDGE RD ,347210,15150800
22A042000,1603 TRAILRIDGE RD ,287300,15150768
220140000,1625 MULBERRY AVE ,247975,15150686
210037000,201 ROBERTSON AVE ,324700,15150078
210046000,206 ROBERTSON AVE ,276600,15150095
220101500,112 STRATFORD CT ,227500,15150571
220101150,2224 CENTER AVE ,256800,15150581
220191000,1511 CHERRY AVE ,298800,15150600
210020000,2217 HILL ST ,220900,15150055
21A099100,517 MOSELEY DR ,279700,15150412
22A047000,1613 TRAILRIDGE RD ,274918,15150792
22B001000,707 SHAMROCK RD ,274500,15150778
21A031000,412 MOSELEY DR ,255500,15150251
220193000,1515 CHERRY AVE ,267300,15150611
21A014000,2522 WILLARD DR ,295300,15150246
210100000,209 CLEVELAND AVE ,242900,15150205
200028100,104 HARRIS RD ,218000,15149941
22A022000,1522 TRAILRIDGE RD ,287600,15150718
21A071000,410 ALLEN DR ,201900,15150290
22B062000,722 SHAMROCK RD ,295100,15150835
220121000,1616 CENTER AVE ,207800,15150617
21A001400,320 CLEVELAND AVE ,138980,15150216
220051100,1537 BROAD AVE ,207700,15150542
210003000,207 TODD AVE ,230900,15150040
220012000,311 VALLEY RD EXT ,156500,15150478
22B019000,713 VILLAGE RD ,277110,15150820
220101110,115 STRATFORD CT ,219800,15150552
22A099000,1612 TRAILRIDGE RD ,281320,15150808
040317000,1001 WERTLAND ST ,598500,15148908
040316000,1005 WERTLAND ST ,598500,15148902
040315000,1009 WERTLAND ST ,712500,15148900
010004300,1134 EMMET ST N ,612800,15147926
030127000,1109 PRESTON AVE ,158400,15148162
0402771D0,1217 JOHN ST ,235600,15148801
040003000,604 14TH ST NW ,369500,15148189
040004000,600 14TH ST NW ,187700,15148199
070001100,2119 IVY RD ,707871,15148533
060079000,29 UNIVERSITY CIR ,700500,15148557
060095000,30 UNIVERSITY CIR ,700368,15148535
040106000,1301 GORDON AVE ,328600,15148253
050083000,1401 GORDON AVE ,694875,15148781
070043000,131 CAMERON LN ,333900,15148782
050069100,507 16TH ST NW ,684000,15148727
050126000,600 RUGBY RD ,1329700,15148634
050153100,810 CABELL AVE ,395500,15148598
050153000,808 CABELL AVE ,425400,15148602
050142000,900 RUGBY RD ,901500,15148506
050136000,804 RUGBY RD ,571400,15148520
010030100,1871 FIELD RD ,597400,15147950
040104000,502 13TH ST NW ,199500,15148257
040271100,1119 PAGE ST ,339300,15148370
040301000,1311 WERTLAND ST ,745776,15148384
070003600,2109 MORRIS RD ,717400,15148578
030090000,1108 PRESTON AVE ,175500,15148165
040107100,507 13TH ST NW ,248000,15148236
050023000,1820 FENDALL AVE ,1048208,15148466
070035000,132 BOLLINGWOOD RD ,481500,15148743
050046000,517 RUGBY RD ,751900,15148647
040242100,1108 PAGE ST ,169200,15148837
030080000,0 AMHERST CMN ,1900,15148148
040178000,323 10 1/2 ST NW ,166785,15148371
080018000,118 CAMERON LN ,568030,15148746
080019000,119 ROTHERY RD ,272000,15148754
040304120,1215 WERTLAND ST A-42,138800,15148848
060001600,2102-06 ARLINGTON BLVD ,3876300,15148388
040165000,430 11TH ST NW ,210085,15148328
060046000,1856 EDGEWOOD LN ,804436,15148435
050028000,717 RUGBY RD ,1890200,15148527
050029000,703 RUGBY RD ,729600,15148531
